Content,Likes,Retweets,Replies,Quotes,Views,Date,Labels,chars,words,sentences,Tokenized Text,Lematized Text,processed_text
mbinya1 safaricom kplc thats a multi billion company what are backup generators for,0,0,0,0,204,"August 26, 2023 at 06:57 AM",Network reliability problem,90,19,2,"['mbinya1', 'safaricom', 'kplc', 'thats', 'a', 'multi', 'billion', 'company', 'what', 'are', 'backup', 'generators', 'for']","['mbinya1', 'safaricom', 'kplc', 'thats', 'a', 'multi', 'billion', 'company', 'what', 'are', 'backup', 'generator', 'for']",mbinya1 safaricom kplc thats a multi billion company what are backup generator for
babstah869 safaricom kplc booster zao ziko powered na stima,0,0,1,0,192,"August 26, 2023 at 06:49 AM",Neutral,62,12,1,"['babstah869', 'safaricom', 'kplc', 'booster', 'zao', 'ziko', 'powered', 'na', 'stima']","['babstah869', 'safaricom', 'kplc', 'booster', 'zao', 'ziko', 'powered', 'na', 'stima']",babstah869 safaricom kplc booster zao ziko powered na stima
services za safaricom ni poor kama tu za kplc,1,0,1,0,212,"August 26, 2023 at 06:44 AM",Customer care complaint,47,11,1,"['services', 'za', 'safaricom', 'ni', 'poor', 'kama', 'tu', 'za', 'kplc']","['service', 'za', 'safaricom', 'ni', 'poor', 'kama', 'tu', 'za', 'kplc']",service za safaricom ni poor kama tu za kplc
safaricom now days is a shit network guys we can move to airtel this safaricom am done bye,0,0,0,0,20,"August 25, 2023 at 07:45 PM",Network reliability problem,93,20,1,"['safaricom', 'now', 'days', 'is', 'a', 'shit', 'network', 'guys', 'we', 'can', 'move', 'to', 'airtel', 'this', 'safaricom', 'am', 'done', 'bye']","['safaricom', 'now', 'day', 'is', 'a', 'shit', 'network', 'guy', 'we', 'can', 'move', 'to', 'airtel', 'this', 'safaricom', 'am', 'done', 'bye']",safaricom now day is a shit network guy we can move to airtel this safaricom am done bye
safaricomplc safaricom,0,0,0,0,170,"August 24, 2023 at 02:37 PM",Neutral,24,4,1,"['safaricomplc', 'safaricom']","['safaricomplc', 'safaricom']",safaricomplc safaricom
some of you will remember how safaricom overtook the then leading mobile provider celtel by pushing a very simple concept per second billing as opposed to per minute billing kenyans love the kadogo economy,1,0,1,0,50,"August 23, 2023 at 06:19 PM",Neutral,211,38,2,"['some', 'of', 'you', 'will', 'remember', 'how', 'safaricom', 'overtook', 'the', 'then', 'leading', 'mobile', 'provider', 'celtel', 'by', 'pushing', 'a', 'very', 'simple', 'concept', 'per', 'second', 'billing', 'as', 'opposed', 'to', 'per', 'minute', 'billing', 'kenyans', 'love', 'the', 'kadogo', 'economy']","['some', 'of', 'you', 'will', 'remember', 'how', 'safaricom', 'overtook', 'the', 'then', 'leading', 'mobile', 'provider', 'celtel', 'by', 'pushing', 'a', 'very', 'simple', 'concept', 'per', 'second', 'billing', 'a', 'opposed', 'to', 'per', 'minute', 'billing', 'kenyan', 'love', 'the', 'kadogo', 'economy']",some of you will remember how safaricom overtook the then leading mobile provider celtel by pushing a very simple concept per second billing a opposed to per minute billing kenyan love the kadogo economy
omwambake safaricom should take care people are complaining about services,0,0,0,0,15,"August 23, 2023 at 12:25 PM",Customer care complaint,76,12,1,"['omwambake', 'safaricom', 'should', 'take', 'care', 'people', 'are', 'complaining', 'about', 'services']","['omwambake', 'safaricom', 'should', 'take', 'care', 'people', 'are', 'complaining', 'about', 'service']",omwambake safaricom should take care people are complaining about service
omwambake safaricom care those guys bana never recieve calls,0,0,0,0,7,"August 23, 2023 at 08:30 AM",Network reliability problem,64,11,1,"['omwambake', 'safaricom', 'care', 'those', 'guys', 'bana', 'never', 'recieve', 'calls']","['omwambake', 'safaricom', 'care', 'those', 'guy', 'bana', 'never', 'recieve', 'call']",omwambake safaricom care those guy bana never recieve call
omwambake safaricom how watu hawataki kuniongeza fuliza limit i transact alot lakini bado ni 900,0,0,0,0,18,"August 23, 2023 at 08:23 AM",MPESA complaint,101,20,1,"['omwambake', 'safaricom', 'how', 'watu', 'hawataki', 'kuniongeza', 'fuliza', 'limit', 'i', 'transact', 'alot', 'lakini', 'bado', 'ni', '900']","['omwambake', 'safaricom', 'how', 'watu', 'hawataki', 'kuniongeza', 'fuliza', 'limit', 'i', 'transact', 'alot', 'lakini', 'bado', 'ni', '900']",omwambake safaricom how watu hawataki kuniongeza fuliza limit i transact alot lakini bado ni 900
omwambake safaricom your text rates ni za upuzi sai calling is cheap than textingwe miss bob collyhe new how to apologise airtelke i wish to commend youi had a problem in purchasing data juu haikuwa ina enda through and later in the day they awarded me 1gb for inconvinience caused,50,1,2,0,7570,"August 23, 2023 at 05:24 AM",Customer care complaint,291,55,1,"['omwambake', 'safaricom', 'your', 'text', 'rates', 'ni', 'za', 'upuzi', 'sai', 'calling', 'is', 'cheap', 'than', 'textingwe', 'miss', 'bob', 'collyhe', 'new', 'how', 'to', 'apologise', 'airtelke', 'i', 'wish', 'to', 'commend', 'youi', 'had', 'a', 'problem', 'in', 'purchasing', 'data', 'juu', 'haikuwa', 'ina', 'enda', 'through', 'and', 'later', 'in', 'the', 'day', 'they', 'awarded', 'me', '1gb', 'for', 'inconvinience', 'caused']","['omwambake', 'safaricom', 'your', 'text', 'rate', 'ni', 'za', 'upuzi', 'sai', 'calling', 'is', 'cheap', 'than', 'textingwe', 'miss', 'bob', 'collyhe', 'new', 'how', 'to', 'apologise', 'airtelke', 'i', 'wish', 'to', 'commend', 'youi', 'had', 'a', 'problem', 'in', 'purchasing', 'data', 'juu', 'haikuwa', 'ina', 'enda', 'through', 'and', 'later', 'in', 'the', 'day', 'they', 'awarded', 'me', '1gb', 'for', 'inconvinience', 'caused']",omwambake safaricom your text rate ni za upuzi sai calling is cheap than textingwe miss bob collyhe new how to apologise airtelke i wish to commend youi had a problem in purchasing data juu haikuwa ina enda through and later in the day they awarded me 1gb for inconvinience caused
omwambake safaricom,0,0,0,0,1,"August 23, 2023 at 02:21 AM",Neutral,21,4,1,"['omwambake', 'safaricom']","['omwambake', 'safaricom']",omwambake safaricom
some hotels in nairobi offer breathtaking views of the city skyline or surrounding landscapes allowing you to enjoy delicious food while enjoying the scenery nairobirestaurantweek restaurant week 2023 safaricom eatoutkenya ubereats,0,2,0,0,104,"August 22, 2023 at 08:36 AM",Neutral,264,41,2,"['some', 'hotels', 'in', 'nairobi', 'offer', 'breathtaking', 'views', 'of', 'the', 'city', 'skyline', 'or', 'surrounding', 'landscapes', 'allowing', 'you', 'to', 'enjoy', 'delicious', 'food', 'while', 'enjoying', 'the', 'scenery', 'nairobirestaurantweek', 'restaurant', 'week', '2023', 'safaricom', 'eatoutkenya', 'ubereats']","['some', 'hotel', 'in', 'nairobi', 'offer', 'breathtaking', 'view', 'of', 'the', 'city', 'skyline', 'or', 'surrounding', 'landscape', 'allowing', 'you', 'to', 'enjoy', 'delicious', 'food', 'while', 'enjoying', 'the', 'scenery', 'nairobirestaurantweek', 'restaurant', 'week', '2023', 'safaricom', 'eatoutkenya', 'ubereats']",some hotel in nairobi offer breathtaking view of the city skyline or surrounding landscape allowing you to enjoy delicious food while enjoying the scenery nairobirestaurantweek restaurant week 2023 safaricom eatoutkenya ubereats
dfirekenya safaricom eatoutkenya ubereats some restaurants extend their hours during nairobi restaurant week so you can enjoy your favorite meals late into the evening nairobirestaurantweek restaurant week 2023 safaricomplc eatoutkenya ubereats,0,0,0,0,18,"August 22, 2023 at 08:18 AM",Neutral,254,40,1,"['dfirekenya', 'safaricom', 'eatoutkenya', 'ubereats', 'some', 'restaurants', 'extend', 'their', 'hours', 'during', 'nairobi', 'restaurant', 'week', 'so', 'you', 'can', 'enjoy', 'your', 'favorite', 'meals', 'late', 'into', 'the', 'evening', 'nairobirestaurantweek', 'restaurant', 'week', '2023', 'safaricomplc', 'eatoutkenya', 'ubereats']","['dfirekenya', 'safaricom', 'eatoutkenya', 'ubereats', 'some', 'restaurant', 'extend', 'their', 'hour', 'during', 'nairobi', 'restaurant', 'week', 'so', 'you', 'can', 'enjoy', 'your', 'favorite', 'meal', 'late', 'into', 'the', 'evening', 'nairobirestaurantweek', 'restaurant', 'week', '2023', 'safaricomplc', 'eatoutkenya', 'ubereats']",dfirekenya safaricom eatoutkenya ubereats some restaurant extend their hour during nairobi restaurant week so you can enjoy your favorite meal late into the evening nairobirestaurantweek restaurant week 2023 safaricomplc eatoutkenya ubereats
restaurant week takes over nairobi from 11th august to 27th august nairobirestaurantweek restaurant week 2023 safaricom eatoutkenya ubereats,2,3,4,2,184,"August 22, 2023 at 08:12 AM",Neutral,172,26,1,"['restaurant', 'week', 'takes', 'over', 'nairobi', 'from', '11th', 'august', 'to', '27th', 'august', 'nairobirestaurantweek', 'restaurant', 'week', '2023', 'safaricom', 'eatoutkenya', 'ubereats']","['restaurant', 'week', 'take', 'over', 'nairobi', 'from', '11th', 'august', 'to', '27th', 'august', 'nairobirestaurantweek', 'restaurant', 'week', '2023', 'safaricom', 'eatoutkenya', 'ubereats']",restaurant week take over nairobi from 11th august to 27th august nairobirestaurantweek restaurant week 2023 safaricom eatoutkenya ubereats
i think safaricom wanafaa kucome up na twitter bundlessafaricom,1,1,0,0,60,"August 19, 2023 at 10:12 AM",Internet or airtime bundle complaint,67,11,1,"['i', 'think', 'safaricom', 'wanafaa', 'kucome', 'up', 'na', 'twitter', 'bundlessafaricom']","['i', 'think', 'safaricom', 'wanafaa', 'kucome', 'up', 'na', 'twitter', 'bundlessafaricom']",i think safaricom wanafaa kucome up na twitter bundlessafaricom
safaricom your mpesa is becoming too unreliable we need to find alternatives it is a dangerous single point of failure for our entire economy,0,0,0,0,64,"August 19, 2023 at 10:06 AM",MPESA complaint,145,28,3,"['safaricom', 'your', 'mpesa', 'is', 'becoming', 'too', 'unreliable', 'we', 'need', 'to', 'find', 'alternatives', 'it', 'is', 'a', 'dangerous', 'single', 'point', 'of', 'failure', 'for', 'our', 'entire', 'economy']","['safaricom', 'your', 'mpesa', 'is', 'becoming', 'too', 'unreliable', 'we', 'need', 'to', 'find', 'alternative', 'it', 'is', 'a', 'dangerous', 'single', 'point', 'of', 'failure', 'for', 'our', 'entire', 'economy']",safaricom your mpesa is becoming too unreliable we need to find alternative it is a dangerous single point of failure for our entire economy
honngumi safaricom i am not sure for weekends but weekdays its 4pm,0,0,0,0,44,"August 19, 2023 at 09:18 AM",Neutral,70,15,1,"['honngumi', 'safaricom', 'i', 'am', 'not', 'sure', 'for', 'weekends', 'but', 'weekdays', 'its', '4pm']","['honngumi', 'safaricom', 'i', 'am', 'not', 'sure', 'for', 'weekend', 'but', 'weekday', 'it', '4pm']",honngumi safaricom i am not sure for weekend but weekday it 4pm
josepha51940906 safaricom what time do they close,0,0,1,0,24,"August 19, 2023 at 07:41 AM",Neutral,51,9,1,"['josepha51940906', 'safaricom', 'what', 'time', 'do', 'they', 'close']","['josepha51940906', 'safaricom', 'what', 'time', 'do', 'they', 'close']",josepha51940906 safaricom what time do they close
honngumi safaricom yes it is there,0,0,1,0,34,"August 19, 2023 at 07:36 AM",Neutral,37,8,1,"['honngumi', 'safaricom', 'yes', 'it', 'is', 'there']","['honngumi', 'safaricom', 'yes', 'it', 'is', 'there']",honngumi safaricom yes it is there
does safaricom has a customer care centre at nakumatt junction ngong safaricom,0,0,1,0,112,"August 19, 2023 at 07:33 AM",Neutral,82,15,2,"['does', 'safaricom', 'has', 'a', 'customer', 'care', 'centre', 'at', 'nakumatt', 'junction', 'ngong', 'safaricom']","['doe', 'safaricom', 'ha', 'a', 'customer', 'care', 'centre', 'at', 'nakumatt', 'junction', 'ngong', 'safaricom']",doe safaricom ha a customer care centre at nakumatt junction ngong safaricom
in ethiopia safaricoms mobile money platform mpesa is set to take on incumbent operator ethiotelecoms telebirr in the battle for the nations emerging mobile finance market,1,0,0,0,294,"August 17, 2023 at 04:00 PM",Neutral,226,38,1,"['in', 'ethiopia', 'safaricoms', 'mobile', 'money', 'platform', 'mpesa', 'is', 'set', 'to', 'take', 'on', 'incumbent', 'operator', 'ethiotelecoms', 'telebirr', 'in', 'the', 'battle', 'for', 'the', 'nations', 'emerging', 'mobile', 'finance', 'market']","['in', 'ethiopia', 'safaricoms', 'mobile', 'money', 'platform', 'mpesa', 'is', 'set', 'to', 'take', 'on', 'incumbent', 'operator', 'ethiotelecoms', 'telebirr', 'in', 'the', 'battle', 'for', 'the', 'nation', 'emerging', 'mobile', 'finance', 'market']",in ethiopia safaricoms mobile money platform mpesa is set to take on incumbent operator ethiotelecoms telebirr in the battle for the nation emerging mobile finance market
safaricomcare safaricom 30 400200,1,0,0,0,16,"August 17, 2023 at 03:57 PM",MPESA complaint,126,20,1,"['safaricomcare', 'safaricom', '30', '400200']","['safaricomcare', 'safaricom', '30', '400200']",safaricomcare safaricom 30 400200
safaricom data is shite today,0,0,0,0,6,"August 17, 2023 at 01:39 PM",Internet or airtime bundle complaint,30,6,1,"['safaricom', 'data', 'is', 'shite', 'today']","['safaricom', 'data', 'is', 'shite', 'today']",safaricom data is shite today
thought that with starlink i would get better internet in kisumu lakini wapinimerudi kwa safaricom business wifi,0,0,0,0,110,"August 17, 2023 at 11:14 AM",Internet or airtime bundle complaint,118,21,1,"['thought', 'that', 'with', 'starlink', 'i', 'would', 'get', 'better', 'internet', 'in', 'kisumu', 'lakini', 'wapinimerudi', 'kwa', 'safaricom', 'business', 'wifi']","['thought', 'that', 'with', 'starlink', 'i', 'would', 'get', 'better', 'internet', 'in', 'kisumu', 'lakini', 'wapinimerudi', 'kwa', 'safaricom', 'business', 'wifi']",thought that with starlink i would get better internet in kisumu lakini wapinimerudi kwa safaricom business wifi
safaricomplc you need to change at times we dont just call for fun or to listen to inuane its usually urgent and an emergency its customer care services be there when needed sio kueka mtu waiting for than 5mins safaricomcare safaricomplc safaricom,1,0,1,0,56,"August 17, 2023 at 09:20 AM",Customer care complaint,290,53,1,"['safaricomplc', 'you', 'need', 'to', 'change', 'at', 'times', 'we', 'dont', 'just', 'call', 'for', 'fun', 'or', 'to', 'listen', 'to', 'inuane', 'its', 'usually', 'urgent', 'and', 'an', 'emergency', 'its', 'customer', 'care', 'services', 'be', 'there', 'when', 'needed', 'sio', 'kueka', 'mtu', 'waiting', 'for', 'than', '5mins', 'safaricomcare', 'safaricomplc', 'safaricom']","['safaricomplc', 'you', 'need', 'to', 'change', 'at', 'time', 'we', 'dont', 'just', 'call', 'for', 'fun', 'or', 'to', 'listen', 'to', 'inuane', 'it', 'usually', 'urgent', 'and', 'an', 'emergency', 'it', 'customer', 'care', 'service', 'be', 'there', 'when', 'needed', 'sio', 'kueka', 'mtu', 'waiting', 'for', 'than', '5mins', 'safaricomcare', 'safaricomplc', 'safaricom']",safaricomplc you need to change at time we dont just call for fun or to listen to inuane it usually urgent and an emergency it customer care service be there when needed sio kueka mtu waiting for than 5mins safaricomcare safaricomplc safaricom
safaricomcare safaricom nilireplace simcard na mpesa balance imerudi zero na ilikua na balancr whatsup,0,0,1,0,42,"August 16, 2023 at 07:41 PM",MPESA complaint,109,18,2,"['safaricomcare', 'safaricom', 'nilireplace', 'simcard', 'na', 'mpesa', 'balance', 'imerudi', 'zero', 'na', 'ilikua', 'na', 'balancr', 'whatsup']","['safaricomcare', 'safaricom', 'nilireplace', 'simcard', 'na', 'mpesa', 'balance', 'imerudi', 'zero', 'na', 'ilikua', 'na', 'balancr', 'whatsup']",safaricomcare safaricom nilireplace simcard na mpesa balance imerudi zero na ilikua na balancr whatsup
300 mbs of safaricomhata mtu hawezi join zoom meetinghuu ni uporaji,0,0,0,0,17,"August 16, 2023 at 07:07 PM",Internet or airtime bundle complaint,70,16,1,"['300', 'mbs', 'of', 'safaricomhata', 'mtu', 'hawezi', 'join', 'zoom', 'meetinghuu', 'ni', 'uporaji']","['300', 'mb', 'of', 'safaricomhata', 'mtu', 'hawezi', 'join', 'zoom', 'meetinghuu', 'ni', 'uporaji']",300 mb of safaricomhata mtu hawezi join zoom meetinghuu ni uporaji
oya safaricom your internet is shitty since yesterday whats up,0,0,0,0,73,"August 16, 2023 at 12:29 PM",Internet or airtime bundle complaint,66,14,2,"['oya', 'safaricom', 'your', 'internet', 'is', 'shitty', 'since', 'yesterday', 'whats', 'up']","['oya', 'safaricom', 'your', 'internet', 'is', 'shitty', 'since', 'yesterday', 'whats', 'up']",oya safaricom your internet is shitty since yesterday whats up
safaricomplc jameni ata sina kakitu safaricomcare safaricomplc safaricom,0,0,0,0,32,"August 16, 2023 at 09:26 AM",Customer care complaint,107,15,1,"['safaricomplc', 'jameni', 'ata', 'sina', 'kakitu', 'safaricomcare', 'safaricomplc', 'safaricom']","['safaricomplc', 'jameni', 'ata', 'sina', 'kakitu', 'safaricomcare', 'safaricomplc', 'safaricom']",safaricomplc jameni ata sina kakitu safaricomcare safaricomplc safaricom
enyewe nyi mnaeza chekesha mtu amejifichasafaricom mpesa walai tangu last year bado na enjoy fuliza ya 00 bob fanya maneno banaa nidishi,2,0,0,0,36,"August 15, 2023 at 07:51 PM",MPESA complaint,170,28,1,"['enyewe', 'nyi', 'mnaeza', 'chekesha', 'mtu', 'amejifichasafaricom', 'mpesa', 'walai', 'tangu', 'last', 'year', 'bado', 'na', 'enjoy', 'fuliza', 'ya', '00', 'bob', 'fanya', 'maneno', 'banaa', 'nidishi']","['enyewe', 'nyi', 'mnaeza', 'chekesha', 'mtu', 'amejifichasafaricom', 'mpesa', 'walai', 'tangu', 'last', 'year', 'bado', 'na', 'enjoy', 'fuliza', 'ya', '00', 'bob', 'fanya', 'maneno', 'banaa', 'nidishi']",enyewe nyi mnaeza chekesha mtu amejifichasafaricom mpesa walai tangu last year bado na enjoy fuliza ya 00 bob fanya maneno banaa nidishi
safaricomplc cbkkenya hello safaricom i have a delay problem of any ussd it either say failed to add or wrong ussd also mpesa messages have a delay also may take upto 2hrs,0,0,1,0,273,"August 14, 2023 at 05:49 PM",MPESA complaint,176,37,1,"['safaricomplc', 'cbkkenya', 'hello', 'safaricom', 'i', 'have', 'a', 'delay', 'problem', 'of', 'any', 'ussd', 'it', 'either', 'say', 'failed', 'to', 'add', 'or', 'wrong', 'ussd', 'also', 'mpesa', 'messages', 'have', 'a', 'delay', 'also', 'may', 'take', 'upto', '2hrs']","['safaricomplc', 'cbkkenya', 'hello', 'safaricom', 'i', 'have', 'a', 'delay', 'problem', 'of', 'any', 'ussd', 'it', 'either', 'say', 'failed', 'to', 'add', 'or', 'wrong', 'ussd', 'also', 'mpesa', 'message', 'have', 'a', 'delay', 'also', 'may', 'take', 'upto', '2hrs']",safaricomplc cbkkenya hello safaricom i have a delay problem of any ussd it either say failed to add or wrong ussd also mpesa message have a delay also may take upto 2hrs
safaricom,0,0,0,0,8,"August 14, 2023 at 02:30 PM",Neutral,10,2,1,['safaricom'],['safaricom'],safaricom
charlesdnichols all me need is a well established verifiable financial app to challenge the monotony of safaricomthen they will fair airtel has tried but not successful every kenyan knows safaricom is full of bureaucracy and its sickening but expect a very good fight from safaricom,0,0,0,0,53,"August 14, 2023 at 06:41 AM",Neutral,295,53,1,"['charlesdnichols', 'all', 'me', 'need', 'is', 'a', 'well', 'established', 'verifiable', 'financial', 'app', 'to', 'challenge', 'the', 'monotony', 'of', 'safaricomthen', 'they', 'will', 'fair', 'airtel', 'has', 'tried', 'but', 'not', 'successful', 'every', 'kenyan', 'knows', 'safaricom', 'is', 'full', 'of', 'bureaucracy', 'and', 'its', 'sickening', 'but', 'expect', 'a', 'very', 'good', 'fight', 'from', 'safaricom']","['charlesdnichols', 'all', 'me', 'need', 'is', 'a', 'well', 'established', 'verifiable', 'financial', 'app', 'to', 'challenge', 'the', 'monotony', 'of', 'safaricomthen', 'they', 'will', 'fair', 'airtel', 'ha', 'tried', 'but', 'not', 'successful', 'every', 'kenyan', 'know', 'safaricom', 'is', 'full', 'of', 'bureaucracy', 'and', 'it', 'sickening', 'but', 'expect', 'a', 'very', 'good', 'fight', 'from', 'safaricom']",charlesdnichols all me need is a well established verifiable financial app to challenge the monotony of safaricomthen they will fair airtel ha tried but not successful every kenyan know safaricom is full of bureaucracy and it sickening but expect a very good fight from safaricom
safaricomcare safaricom plc peterndegwa why am i always having issues with the home fibre someone please explain to me like a kid i have paid for this service surely,0,1,3,0,87,"August 13, 2023 at 12:57 PM",Internet or airtime bundle complaint,178,40,3,"['safaricomcare', 'safaricom', 'plc', 'peterndegwa', 'why', 'am', 'i', 'always', 'having', 'issues', 'with', 'the', 'home', 'fibre', 'someone', 'please', 'explain', 'to', 'me', 'like', 'a', 'kid', 'i', 'have', 'paid', 'for', 'this', 'service', 'surely']","['safaricomcare', 'safaricom', 'plc', 'peterndegwa', 'why', 'am', 'i', 'always', 'having', 'issue', 'with', 'the', 'home', 'fibre', 'someone', 'please', 'explain', 'to', 'me', 'like', 'a', 'kid', 'i', 'have', 'paid', 'for', 'this', 'service', 'surely']",safaricomcare safaricom plc peterndegwa why am i always having issue with the home fibre someone please explain to me like a kid i have paid for this service surely
kcbgroup paybill 800200 account number 0101376184 0742024009 what with your system stealing from people 0742024009 safaricom that a thug,0,0,0,0,12,"August 12, 2023 at 06:05 AM",MPESA complaint,143,23,3,"['kcbgroup', 'paybill', '800200', 'account', 'number', '0101376184', '0742024009', 'what', 'with', 'your', 'system', 'stealing', 'from', 'people', '0742024009', 'safaricom', 'that', 'a', 'thug']","['kcbgroup', 'paybill', '800200', 'account', 'number', '0101376184', '0742024009', 'what', 'with', 'your', 'system', 'stealing', 'from', 'people', '0742024009', 'safaricom', 'that', 'a', 'thug']",kcbgroup paybill 800200 account number 0101376184 0742024009 what with your system stealing from people 0742024009 safaricom that a thug
safaricomplc safaricom timelessnoel1 muchiriimike mzaziwillytuva,0,0,0,0,23,"August 11, 2023 at 05:00 PM",Neutral,69,10,1,"['safaricomplc', 'safaricom', 'timelessnoel1', 'muchiriimike', 'mzaziwillytuva']","['safaricomplc', 'safaricom', 'timelessnoel1', 'muchiriimike', 'mzaziwillytuva']",safaricomplc safaricom timelessnoel1 muchiriimike mzaziwillytuva
safaricomplc safaricom timelessnoel1 muchiriimike muchiriimike umenitaja credo nitumie kwa 0114941332 thanks,0,0,0,0,30,"August 11, 2023 at 04:55 PM",Neutral,116,19,3,"['safaricomplc', 'safaricom', 'timelessnoel1', 'muchiriimike', 'muchiriimike', 'umenitaja', 'credo', 'nitumie', 'kwa', '0114941332', 'thanks']","['safaricomplc', 'safaricom', 'timelessnoel1', 'muchiriimike', 'muchiriimike', 'umenitaja', 'credo', 'nitumie', 'kwa', '0114941332', 'thanks']",safaricomplc safaricom timelessnoel1 muchiriimike muchiriimike umenitaja credo nitumie kwa 0114941332 thanks
safaricomplc mpesa app ime hakikisha pesa iko safe kwanza hapo kwa mpesa paybill you just click frequents na yours ni kueka tu amount na pesa iko safe thanks to safaricom timelessnoel1 muchiriimike,1,0,2,0,289,"August 11, 2023 at 04:54 PM",MPESA complaint,229,42,3,"['safaricomplc', 'mpesa', 'app', 'ime', 'hakikisha', 'pesa', 'iko', 'safe', 'kwanza', 'hapo', 'kwa', 'mpesa', 'paybill', 'you', 'just', 'click', 'frequents', 'na', 'yours', 'ni', 'kueka', 'tu', 'amount', 'na', 'pesa', 'iko', 'safe', 'thanks', 'to', 'safaricom', 'timelessnoel1', 'muchiriimike']","['safaricomplc', 'mpesa', 'app', 'ime', 'hakikisha', 'pesa', 'iko', 'safe', 'kwanza', 'hapo', 'kwa', 'mpesa', 'paybill', 'you', 'just', 'click', 'frequents', 'na', 'yours', 'ni', 'kueka', 'tu', 'amount', 'na', 'pesa', 'iko', 'safe', 'thanks', 'to', 'safaricom', 'timelessnoel1', 'muchiriimike']",safaricomplc mpesa app ime hakikisha pesa iko safe kwanza hapo kwa mpesa paybill you just click frequents na yours ni kueka tu amount na pesa iko safe thanks to safaricom timelessnoel1 muchiriimike
rise of ecommerce platforms and digital marketplaces in africa is empowering young entrepreneurs to reach broader audiences and expand globally in kenya safaricom mpesa has significantly impacted ecommerce growth and is a leading platform across east africa digitalafrica,0,0,0,0,36,"August 10, 2023 at 07:20 PM",Neutral,279,43,2,"['rise', 'of', 'ecommerce', 'platforms', 'and', 'digital', 'marketplaces', 'in', 'africa', 'is', 'empowering', 'young', 'entrepreneurs', 'to', 'reach', 'broader', 'audiences', 'and', 'expand', 'globally', 'in', 'kenya', 'safaricom', 'mpesa', 'has', 'significantly', 'impacted', 'ecommerce', 'growth', 'and', 'is', 'a', 'leading', 'platform', 'across', 'east', 'africa', 'digitalafrica']","['rise', 'of', 'ecommerce', 'platform', 'and', 'digital', 'marketplace', 'in', 'africa', 'is', 'empowering', 'young', 'entrepreneur', 'to', 'reach', 'broader', 'audience', 'and', 'expand', 'globally', 'in', 'kenya', 'safaricom', 'mpesa', 'ha', 'significantly', 'impacted', 'ecommerce', 'growth', 'and', 'is', 'a', 'leading', 'platform', 'across', 'east', 'africa', 'digitalafrica']",rise of ecommerce platform and digital marketplace in africa is empowering young entrepreneur to reach broader audience and expand globally in kenya safaricom mpesa ha significantly impacted ecommerce growth and is a leading platform across east africa digitalafrica
nimetoka kenyapowercare i have waited for half an hour for the lady who was supposed to serve me sasa niko safaricom nakula ac na kiti softlife the difference btwn the government and the private entities is like day amd night,5,0,0,2,2472,"August 10, 2023 at 08:19 AM",Customer care complaint,253,46,1,"['nimetoka', 'kenyapowercare', 'i', 'have', 'waited', 'for', 'half', 'an', 'hour', 'for', 'the', 'lady', 'who', 'was', 'supposed', 'to', 'serve', 'me', 'sasa', 'niko', 'safaricom', 'nakula', 'ac', 'na', 'kiti', 'softlife', 'the', 'difference', 'btwn', 'the', 'government', 'and', 'the', 'private', 'entities', 'is', 'like', 'day', 'amd', 'night']","['nimetoka', 'kenyapowercare', 'i', 'have', 'waited', 'for', 'half', 'an', 'hour', 'for', 'the', 'lady', 'who', 'wa', 'supposed', 'to', 'serve', 'me', 'sasa', 'niko', 'safaricom', 'nakula', 'ac', 'na', 'kiti', 'softlife', 'the', 'difference', 'btwn', 'the', 'government', 'and', 'the', 'private', 'entity', 'is', 'like', 'day', 'amd', 'night']",nimetoka kenyapowercare i have waited for half an hour for the lady who wa supposed to serve me sasa niko safaricom nakula ac na kiti softlife the difference btwn the government and the private entity is like day amd night
samanthaslo1a safaricomcare safaricom is safaricom mpesa as secure as they want us to believe,0,0,0,0,25,"August 10, 2023 at 04:14 AM",Data protection and privacy concern,98,18,1,"['samanthaslo1a', 'safaricomcare', 'safaricom', 'is', 'safaricom', 'mpesa', 'as', 'secure', 'as', 'they', 'want', 'us', 'to', 'believe']","['samanthaslo1a', 'safaricomcare', 'safaricom', 'is', 'safaricom', 'mpesa', 'a', 'secure', 'a', 'they', 'want', 'u', 'to', 'believe']",samanthaslo1a safaricomcare safaricom is safaricom mpesa a secure a they want u to believe
safaricomplc hi safaricom plc i blocked my sim card by entering wrong pin 3 times what can i do for the sim card to be unlocked since i dont know the original sim card pin,0,1,3,0,79,"August 9, 2023 at 06:07 PM",Customer care complaint,175,38,1,"['safaricomplc', 'hi', 'safaricom', 'plc', 'i', 'blocked', 'my', 'sim', 'card', 'by', 'entering', 'wrong', 'pin', '3', 'times', 'what', 'can', 'i', 'do', 'for', 'the', 'sim', 'card', 'to', 'be', 'unlocked', 'since', 'i', 'dont', 'know', 'the', 'original', 'sim', 'card', 'pin']","['safaricomplc', 'hi', 'safaricom', 'plc', 'i', 'blocked', 'my', 'sim', 'card', 'by', 'entering', 'wrong', 'pin', '3', 'time', 'what', 'can', 'i', 'do', 'for', 'the', 'sim', 'card', 'to', 'be', 'unlocked', 'since', 'i', 'dont', 'know', 'the', 'original', 'sim', 'card', 'pin']",safaricomplc hi safaricom plc i blocked my sim card by entering wrong pin 3 time what can i do for the sim card to be unlocked since i dont know the original sim card pin
